"A1_1","A1_2","A2_1","A2_2","C1_1","C1_2","C2_1","C2_2","E1_1","E1_2","E2_1","E2_2","y1_1","y1_2","y2_1","y2_2","r","id"
-1.75622284485046,-1.75622279809645,-1.28608230826027,-1.28608230826027,1.66741011977594,1.66741013058549,1.34779875412789,1.34779875412789,0.843803525667157,0.0921580641058321,0.963075860454653,-0.292372050218817,0.754990800592637,0.00334539659486704,1.02479230632227,-0.230655604351203,1,1
1.72299039200863,1.7229903897044,1.81713882157563,1.81713882157563,0.25861233122943,0.258612313804677,-0.249092349525368,-0.249092349525368,-1.12628791972654,0.628695315660299,-0.791696724170259,0.405588481869975,0.855314803511523,2.61029801916938,0.776349747880003,1.97363495392024,1,2
0.0970138386816869,0.0970138262969438,0.315522343631918,0.315522343631918,0.129445349804744,0.129445377563664,0.816844989578112,0.816844989578112,-0.699079748411622,-2.00493730254467,-1.314174165439,-2.53288116993223,-0.472620559925191,-1.77847809868407,-0.181806832228972,-1.4005138367222,1,3
0.29864955633412,0.298649538729094,0.205603036342118,0.205603036342118,0.438720463894658,0.4387204698318,0.00966771095397234,0.00966771095397234,0.706755693633908,0.463573697982465,0.158989104697393,0.298584306084832,1.44412571386269,1.20094370654336,0.374259851993483,0.513855053380922,1,4
0.412229749708428,0.412229786295865,0.346694313592435,0.346694313592435,-0.47096217856651,-0.470962220348909,-0.295659680687692,-0.295659680687692,1.50323218630048,-0.692284370459093,1.9398400511114,-1.30568020107501,1.44449975744239,-0.751016804512136,1.99087468401614,-1.25464556817026,1,5
0.718172673197969,0.718172674548063,0.489887451156593,0.489887451156593,0.786587026120348,0.786587001850395,0.992513253868111,0.992513253868111,2.09877934816439,0.701437257306978,1.44852205367477,0.58337264171614,3.6035390474827,2.20619693370544,2.93092275869947,2.06577334674085,1,6
-1.16190006680864,-1.16190004230734,-0.334166829318877,-0.334166829318877,0.197050576017562,0.197050598712683,-0.135894886587024,-0.135894886587024,-0.789884260036906,-0.231019758699045,-0.489889489781724,0.192899661453031,-1.75473375082798,-1.1958692022937,-0.959951205687625,-0.27716205445287,1,7
-0.514154221189046,-0.514154234847081,-0.364414764030205,-0.364414764030205,0.717249025952615,0.717249035312445,0.966562299523778,0.966562299523778,-0.904330372854809,0.788602580127479,-0.615463703295378,0.63100613735002,-0.70123556809124,0.991697380592843,-0.0133161678018058,1.23315367284359,1,8
-0.507499079593766,-0.507499106113789,-0.710789514538728,-0.710789514538728,-1.80833514993203,-1.80833513993779,-2.60013025294535,-2.60013025294535,1.76133514379741,-0.658814372876345,0.936212196632832,-0.581443317963862,-0.554499085728382,-2.97464861892793,-2.37470757085125,-3.89236308544794,1,9
-1.79070983511177,-1.79070979279926,-0.848946351692603,-0.848946351692603,-0.0645524410848931,-0.064552436801318,0.369830071867927,0.369830071867927,-0.886747095521996,-0.676473268720963,-0.114391582822598,-0.0545791763673619,-2.74200937171866,-2.53173549832154,-0.593507862647274,-0.533695456192038,1,10
-1.12850462041085,-1.12850462219982,-1.20479939566005,-1.20479939566005,-1.80604081058933,-1.80604082602671,-1.47633817350703,-1.47633817350703,0.500349167212865,0.119148218201366,1.35581356652965,-0.104484382815476,-2.43419626378732,-2.81539723002516,-1.32532400263743,-2.78562195198256,1,11
