"A1_1","A1_2","A2_1","A2_2","C1_1","C1_2","C2_1","C2_2","E1_1","E1_2","E2_1","E2_2","y1_1","y1_2","y2_1","y2_2","r","id"
-0.10861228191288,-0.223988718288811,0.0509789309959701,-0.712561040842834,0.153795340926571,0.153795374738475,-0.16700462131496,-0.16700462131496,0.0667326351195129,-0.773597397285316,0.97445701999099,-0.445150809470906,0.111915694133204,-0.843790740835652,0.858431329672,-1.3247164716287,0.5,1
0.517936119865759,-1.00865291186536,0.89318744970195,-0.467652909673406,0.0181924258695536,0.0181924200726807,-0.337787147135942,-0.337787147135942,-0.118524403201363,-1.08150899141222,-1.3469380637874,-1.27377170017561,0.41760414253395,-2.0719694832049,-0.791537761221396,-2.07921175698495,0.5,2
-0.73867695954782,0.0810698993263411,-0.484517171570193,0.753560565282043,0.0587647362685625,0.0587647312354645,-0.219265082744336,-0.219265082744336,-0.182106259620038,-1.97042229816753,-0.611100762273618,-1.35052784216048,-0.862018482899295,-1.83058766760572,-1.31488301658815,-0.81623235962277,0.5,3
0.528439400869668,0.874602105838349,0.504173858954568,1.00344194535506,1.48836381159568,1.4883637894221,0.934147282102783,0.934147282102783,1.0634518352686,-0.277900729840927,1.43714202260675,-0.748328900702672,3.08025504773395,2.08506516541952,2.8754631636641,1.18926032675517,0.5,4
-0.401862872578689,0.0984674608338434,-0.20048844369253,-0.307442004115893,0.906857540292092,0.906857566441772,0.276380951718065,0.276380951718065,0.564348173335172,-1.26495810959525,0.189315193068569,-1.90797022220576,1.06934284104858,-0.259633082319631,0.265207701094104,-1.93903127460359,0.5,5
2.475838780986,0.833527177466043,2.21012486067188,1.26143957185667,1.1260556264276,1.12605559638873,1.11044089716948,1.11044089716948,0.125172305726821,1.972559587571,0.995649109971087,2.37277196061431,3.72706671314042,3.93214236142577,4.31621486781245,4.74465242964047,0.5,6
-1.02227626986852,-1.0964503538731,-0.239923031239734,-0.748238503615443,-1.63938579742139,-1.63938579946502,-1.74374000238536,-1.74374000238536,0.350392576744623,0.98371756441257,-0.185366946986813,0.878720869959178,-2.31126949054529,-1.75211858892554,-2.16902998061191,-1.61325763604162,0.5,7
0.432742729694237,0.764524795832381,0.658620005669235,0.583656396985772,-0.642904813930751,-0.642904821107554,-0.980705670747191,-0.980705670747191,0.444995259485257,-0.304719408911839,1.15019394823156,-0.432336429337403,0.234833175248743,-0.183099434187011,0.828108283153607,-0.829385703098822,0.5,8
0.254653596562706,0.606422771014688,-0.0410400618930088,-0.0925221862681774,0.308984056717588,0.308984041947241,0.294998633436979,0.294998633436979,-0.937642039583615,-0.591684049686174,-0.935977721409016,-0.492834020810957,-0.374004386303321,0.323722763275756,-0.682019149865046,-0.290357573642155,0.5,9
-0.720653397430858,1.34184512533595,-0.754791924486643,1.3274731253477,1.9143464462105,1.91434650257728,1.49211315941649,1.49211315941649,-0.740841645936114,0.627390069552265,-0.795415809982141,-0.014239230965733,0.452851402843528,3.88358169746549,-0.0580945750522943,2.80534705379846,0.5,10
